RISK_RATED_AREA_B,NCD_GRANTED_YEARS_B,RISK_RATED_AREA_C,SUM_INSURED_CONTENTS,NCD_GRANTED_YEARS_C,SPEC_SUM_INSURED,SPEC_ITEM_PREM,UNSPEC_HRP_PREM,BEDROOMS,ROOF_CONSTRUCTION,WALL_CONSTRUCTION,LISTED,MAX_DAYS_UNOCC,OWNERSHIP_TYPE,PAYING_GUESTS,PROP_TYPE,YEARBUILT,MTA_FAP,MTA_APRP,LAST_ANN_PREM_GROSS,Gen_CLAIM3YEARS,Gen_BUS_USE,Gen_AD_BUILDINGS,Gen_AD_CONTENTS,Gen_CONTENTS_COVER,Gen_BUILDINGS_COVER,Gen_P1_POLICY_REFUSED,Gen_P1_SEX,Gen_APPR_ALARM,Gen_APPR_LOCKS,Gen_FLOODING,Gen_NEIGH_WATCH,Gen_SAFE_INSTALLED,Gen_SEC_DISC_REQ,Gen_SUBSIDENCE,Gen_LEGAL_ADDON_PRE_REN,Gen_LEGAL_ADDON_POST_REN,Gen_HOME_EM_ADDON_PRE_REN,Gen_HOME_EM_ADDON_POST_REN,Gen_GARDEN_ADDON_PRE_REN,Gen_GARDEN_ADDON_POST_REN,Gen_KEYCARE_ADDON_PRE_REN,Gen_KEYCARE_ADDON_POST_REN,Gen_HP1_ADDON_PRE_REN,Gen_HP1_ADDON_POST_REN,Gen_HP2_ADDON_PRE_REN,Gen_HP2_ADDON_POST_REN,Gen_HP3_ADDON_PRE_REN,Gen_HP3_ADDON_POST_REN,Gen_MTA_FLAG,P1_EMP_STATUS_A,P1_EMP_STATUS_C,P1_EMP_STATUS_E,P1_EMP_STATUS_F,P1_EMP_STATUS_H,P1_EMP_STATUS_I,P1_EMP_STATUS_N,P1_EMP_STATUS_R,P1_EMP_STATUS_S,P1_EMP_STATUS_U,P1_EMP_STATUS_V,P1_MAR_STATUS_A,P1_MAR_STATUS_B,P1_MAR_STATUS_C,P1_MAR_STATUS_D,P1_MAR_STATUS_M,P1_MAR_STATUS_N,P1_MAR_STATUS_O,P1_MAR_STATUS_P,P1_MAR_STATUS_S,P1_MAR_STATUS_W,OCC_STATUS_HH,OCC_STATUS_LP,OCC_STATUS_OT,OCC_STATUS_PH,OCC_STATUS_UN,OCC_STATUS_WD,OCC_STATUS_WE,PAYMENT_METHOD_DD-Other,PAYMENT_METHOD_NonDD,PAYMENT_METHOD_PureDD,POL_STATUS_Cancelled,POL_STATUS_Lapsed,POL_STATUS_Live,POL_STATUS_Unknown
0,1,0,50000,1,0,0,0,5,11,15,3,0,8,0,2,1980,378.38,378.38,378.38,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,50000,7,0,0,0,2,11,15,3,0,3,0,48,2000,51.45,0,67.74,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,3,50000,4,6000,13.5,0,3,11,15,3,0,18,0,10,1990,51.45,0,76.91,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,7,0,50000,7,2000,8.9,0,4,11,15,3,0,8,0,2,1990,201.6,0,201.6,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,13,50000,7,0,0,0,2,11,15,3,0,14,0,9,1946,51.45,0,72.09,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,7,4,50000,4,3585,22.84,0,3,11,15,3,0,8,0,2,1920,51.45,0,237.92,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,7,0,50000,7,0,0,0,3,11,15,3,0,8,0,2,1946,51.45,0,223.52,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
26,7,19,50000,4,0,0,0,3,11,15,3,0,3,0,2,1960,51.45,0,429.07,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,16,50000,7,0,0,0,2,11,15,3,0,12,0,26,1946,51.45,0,51.45,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4,0,3,50000,0,0,0,0,5,11,15,3,0,8,0,10,1920,305.71,305.71,305.71,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,37,50000,7,0,0,0,4,11,15,3,0,13,0,2,1869,51.45,0,67.26,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,7,2,50000,7,0,0,0,2,11,15,3,0,8,0,9,1946,136.99,136.99,136.99,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
22,7,9,50000,7,0,0,0,4,11,15,3,0,8,0,2,1990,158.29,158.29,158.29,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,15,50000,7,0,0,0,2,11,15,3,0,12,0,7,1960,51.45,0,147.37,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,10,50000,7,0,0,0,2,11,15,3,0,8,0,29,2000,51.45,0,51.45,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,17,50000,7,0,0,0,3,11,15,3,0,12,0,19,1946,51.45,0,177.7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,7,0,50000,7,0,0,0,3,11,15,3,0,8,0,1,2000,250.03,250.03,250.03,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,50000,7,9350,40.14,25.03,2,11,15,3,0,8,0,48,2000,133.7,133.7,133.7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
15,7,17,50000,7,0,0,27.26,4,11,15,3,0,8,0,2,1920,521.51,521.51,521.51,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,7,0,50000,7,0,0,0,3,11,15,3,0,8,0,10,1960,207.31,207.31,207.31,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,2,50000,7,0,0,0,2,11,15,3,0,18,0,7,1920,51.45,0,48.9,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,37,50000,7,0,0,0,2,11,15,3,0,14,0,26,1920,51.45,0,56.25,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,7,0,50000,7,0,0,0,3,11,15,3,0,8,0,1,1960,51.45,0,188.99,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4,7,4,50000,7,0,0,14.86,3,11,15,3,0,8,0,10,1920,51.45,0,209.97,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,50000,7,0,0,0,3,11,15,3,0,3,0,7,1946,59.04,59.04,59.04,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,50000,7,0,0,0,3,11,15,3,0,8,0,2,1980,113.3,0,113.3,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,3,0,50000,3,0,0,0,3,11,15,3,0,8,0,1,1960,161.85,0,161.85,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6,7,6,50000,4,0,0,14.86,2,11,15,3,0,8,0,1,2000,197.46,197.46,197.46,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,5,50000,7,0,0,0,2,11,15,3,0,18,0,10,1900,51.08,51.08,51.08,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
8,6,3,50000,6,0,0,12.45,2,11,15,3,30,8,0,10,1960,51.45,0,132.59,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29,6,5,0,0,0,0,0,2,11,15,3,0,8,0,10,1920,51.45,0,280.27,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
11,6,16,50000,6,0,0,21.93,4,11,15,3,0,3,0,2,1980,275.56,0,275.56,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
19,2,28,50000,6,0,0,27.17,3,11,15,3,0,8,0,10,1920,366.85,0,366.85,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28,6,26,50000,6,1500,12.94,0,3,11,15,3,30,8,0,1,1980,51.45,0,136.99,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12,6,11,50000,6,0,0,0,3,11,15,3,30,8,0,9,1960,51.45,0,183.54,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,18,50000,6,940,7.56,0,2,11,15,3,30,8,0,45,1920,51.45,0,62.22,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12,6,21,50000,6,0,0,0,3,11,15,3,0,8,0,9,1946,51.45,0,211.44,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,6,0,50000,6,0,0,37.98,4,11,15,3,0,8,0,2,1990,376.25,-0.57,376.25,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7,6,3,50000,6,0,0,9.96,5,11,15,3,30,3,0,2,1960,51.45,0,276.62,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,9,0,50000,9,0,0,0,3,11,15,3,0,8,0,10,1946,51.45,0,124.05,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
27,6,18,50000,6,0,0,0,3,11,15,3,30,8,0,10,1920,140.89,0,140.89,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,7,50000,6,0,0,0,3,11,15,3,0,8,0,10,1900,51.45,0,56.49,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17,6,26,50000,6,0,0,0,3,11,15,3,0,8,0,19,1920,51.45,0,194.59,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,2,50000,7,0,0,16.07,1,11,15,3,0,12,0,32,1946,51.45,0,52.13,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13,4,13,50000,7,0,0,0,4,11,15,3,0,3,0,2,1980,51.45,0,268.26,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,7,0,50000,7,500,4.22,0,3,11,15,3,0,8,0,19,1980,146.7,146.7,146.7,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,4,0,50000,7,0,0,23.68,5,11,15,3,0,8,0,2,1960,466.44,466.44,466.44,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,50000,7,0,0,0,4,11,15,3,0,8,0,1,1960,51.45,0,142.67,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16,4,4,50000,7,0,0,24.43,4,11,15,2,0,3,0,18,1870,51.45,0,556.87,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,50000,7,0,0,0,2,11,15,3,0,8,0,1,2000,63.51,63.51,63.51,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,4,0,50000,2,0,0,0,4,11,15,3,0,3,0,10,1980,341.53,11.94,341.53,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
12,2,5,50000,7,1395,8.26,0,2,11,15,3,0,3,0,19,1990,197.25,197.25,197.25,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,5,0,50000,7,0,0,0,3,11,15,3,0,8,0,10,1960,173.14,0,173.14,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,6,50000,7,0,0,0,1,11,15,3,0,14,0,7,1990,64.92,64.92,64.92,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3,7,3,50000,7,0,0,0,3,11,15,3,0,8,0,2,1990,260.48,260.48,260.48,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,14,50000,7,600,4.82,0,1,11,15,3,0,18,0,48,1980,58.9,0,58.9,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,16,50000,7,0,0,0,3,11,15,3,0,12,0,10,1946,78.92,78.92,78.92,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
13,7,10,50000,7,0,0,0,3,11,15,3,0,8,0,4,1960,51.45,0,185.39,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,5,50000,4,0,0,0,1,11,15,3,0,14,0,26,1980,51.45,0,51.45,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
32,7,20,50000,7,0,0,27.12,4,11,15,3,0,3,0,2,1960,51.45,0,398.22,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,1,50000,7,0,0,0,3,11,15,3,0,8,0,18,1870,51.45,0,53.56,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,2,50000,4,0,0,16.07,4,11,15,3,0,3,0,10,1946,51.45,0,94.83,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,4,50000,7,0,0,0,2,11,15,3,0,8,0,26,1990,51.45,0,69.74,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,7,5,0,0,0,0,0,4,11,15,3,0,8,0,2,1960,51.45,0,233.6,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,7,0,50000,7,0,0,0,4,11,15,3,0,8,0,2,1980,284.06,284.06,284.06,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4,7,2,50000,7,0,0,0,2,11,15,3,0,8,0,1,1980,111.41,111.41,111.41,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5,7,3,50000,7,0,0,12.45,2,11,15,3,0,8,0,10,1869,212.94,212.94,212.94,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,2,50000,7,0,0,0,1,11,15,3,0,12,0,26,1960,51.45,0,53.18,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,7,3,50000,7,1900,10.35,0,4,11,15,3,0,3,0,2,1990,51.45,0,266.14,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33,7,16,50000,7,0,0,23.57,3,11,15,3,0,8,0,2,1960,51.45,0,310.45,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25,7,16,50000,7,900,6.87,23.57,3,11,15,3,0,3,0,1,1960,51.45,0,319.15,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
